,image,precision,recall,IOU
0,01174ba8-8544-4c99-82ae-3c551808f686,0.9698160857328766,0.9385843390971336,0.9119447214401742
1,017ec468-cc77-42d7-bc47-da1a978ecd32,0.9441733538095607,0.6382820884376282,0.6150693418481628
2,01a64a17-2f19-48af-a205-7f6e2b97c75f,0.9028431973705517,0.7464931448912698,0.6909851642212236
3,01aa897a-9d5a-412e-b04e-3416f3436130,0.9716675426481017,0.8671097384922746,0.8457266410343595
4,03cc1b9d-2496-4d4e-a912-ce52272bdcd3,0.9954825883795935,0.8135748840726196,0.8105822708910678
5,03ec0f32-17b4-450c-8d70-698a7e0346fd,0.9505886242990776,0.8309810356709093,0.7965736726083592
6,04f7c089-314e-4e9e-89dc-30db1731c700,0.999000985083081,0.9463563176581548,0.9454615619623418
7,075b0cbb-99f1-473f-ba04-97132aab0d49,0.9962171290190583,0.8391337973704563,0.8364684840261503
8,075d44c6-49c1-48ab-a77c-0db3fdb80973,0.7770817563795523,0.9597479096583732,0.7525552132881976
9,07aaa697-9563-439f-99b7-69af47771f2f,0.9704905583918925,0.784650357132763,0.7663659021358488
10,081ebba5-fa00-4fc6-83e1-5551c90d56cf,0.951722847878305,0.9078288790254038,0.867863269011499
11,0846bff4-1ca4-4307-b494-f79e0df719ed,0.6788904170661777,0.31239251767831977,0.27217603435872195
12,08c79ae2-1fc2-4dba-a278-ae2980a81b64,0.9636768144351533,0.9052757619738752,0.8754052574700706
13,0909abdd-9b61-45c9-b9ca-6b35183b848a,0.9999999945922561,0.09301810865191147,0.09301810865191147
14,09164208-2249-4e16-aef4-4058bf19b8ee,0.9797541289235863,0.9362962101643674,0.9185247350902995
15,0a1c697f-817c-46b7-8a0e-ed34e05b85ea,0.9999999991289122,0.4077798537947301,0.4077798537947301
16,0a5c2a82-82d2-40a2-a561-38f4fd8df22b,0.8401923498503564,0.9319973385359692,0.7916602804812629
17,0cb025e9-b108-439a-aa4e-a9322d446cf7,0.9578384496232264,0.9912856087215529,0.9498404539031868
18,0cc8aef3-07b3-4d75-a440-c6ea647ab3bb,0.6615606754472421,0.4196149524591867,0.3454572308074998
19,0d037949-cced-45ce-98e1-4a5b2eb4e53a,0.0,0.0,0.0
20,0d04ed22-d573-46fe-bb17-f28b45f852c0,0.93210040919941,0.917477240603675,0.8599997150773921
21,0d0b54b0-1236-4fb5-9907-aba7fd73d61d,0.9838221964179035,0.8028415441492563,0.7923807018511526
22,0db5b8ac-0ef3-491d-9797-f9376c883b6b,0.9999999972837159,0.1420200290096596,0.1420200290096596
23,0dc03eab-8426-49b8-9e54-7c6ad30978ef,0.951408141361902,0.911939821550209,0.8713555079689679
24,0e66f0be-337f-4789-80b3-73e7924675c5,0.9674196079899212,0.8107808568543211,0.7892307756390764
25,0e969251-7f84-47bf-846c-63c8373cdbd9,0.8661189860691287,0.48160476117525264,0.4482360820065242
26,0f683a2e-11ca-4c63-ae3d-2fed97c3a412,0.9891905075402974,0.802103222104607,0.7951338151791231
27,112da14b-e403-4696-b96d-b4622225c4ee,0.6468946221430941,0.053527811942418624,0.052008236039968354
28,118c8e84-460b-4fac-8fd4-d696c3b8d1d9,0.9999999993505438,0.5044622673035718,0.5044622673035718
29,11af2b8e-2e30-4832-8135-caa2364f6d1c,0.9954853194260147,0.9900678342952622,0.9856421913468771
30,1214f4de-8399-48ea-a2f6-6e31843bc3da,0.8707188469635742,0.7384004294149221,0.6654444310073769
31,12ca77c4-a0b8-4939-8238-0acc68860c7e,0.19948027940395344,0.21070480684163964,0.11416824405713022
32,13889795-fad8-4aad-9a56-99a3ac1e8470,0.9654516039974755,0.9670253158379344,0.9346809520964298
33,1441cc1c-2706-4d67-9ccf-0e9e21da73c5,0.9986199697937469,0.5225778237826431,0.5222007064134483
34,144331d1-3514-44c3-970b-5e9d8323d17d,0.784780442856738,0.8274375735032683,0.6744033633676476
35,146da3d7-a058-4449-a0bc-b81caa59cee4,0.9708313378259982,0.6960049374839635,0.6817485574163573
36,147ee0b8-ddb0-4991-9fea-4ccdf7e84f74,0.7796252060364227,0.47809187279151943,0.4211739654153452
37,148cdf0b-3d87-4ccc-a24c-00002b52e8a4,0.9833915483969196,0.876821639770142,0.8640266175634002
38,15095922-6448-4246-8a0e-8bc05801111b,0.9743361965267172,0.9239966038645907,0.9020428040662573
39,16720016-32c4-4e42-aeee-3154459772f9,0.0,0.0,0.0
40,17a0222a-58f6-4889-be75-2048477acceb,0.2195298654824913,0.03677283637638556,0.03252119781045401
41,17ed993c-e77d-40bf-aeaf-4a762077d3d1,0.9999999980120866,0.2625058706883056,0.2625058706883056
42,18039481-8de8-48fe-973f-5405f5a348d7,0.9634749311415075,0.8803185064213446,0.8518887377088272
43,18469c02-9308-4ac9-95c0-7bbed2fa5d9b,0.0,0.0,0.0
44,186e8409-96d5-42ab-b088-8fe532c5585e,0.9772293120541807,0.4495051495917047,0.4448458157402921
45,18c1712e-f83d-44e7-9c4c-249c8d06d564,0.9264912823006964,0.966973420270474,0.8980727328855881
46,1a694598-ab89-4978-a752-2ddcd452a60c,0.9404324809070421,1.0,0.9404324814758809
47,1ac3fe23-5c09-470f-ad7b-2574f6807737,0.9752324459465674,0.24266163474036564,0.24117532632713018
48,1b7958e1-14ee-4ab9-a611-15c818129409,0.969581866586777,0.8371018907201268,0.8156805572127431
49,1babb9bb-1888-44c8-9342-f2d02c4fca63,0.940348658563471,0.7903037978368779,0.7525748187577106
50,1bd8a36c-f71d-457d-ba93-33c8c21bd926,0.9519729078304747,0.907089632275453,0.8673952592434052
51,1c0c56c3-1f4e-4e4a-bfe3-915984b21f69,0.991126545356398,0.9549663700919864,0.9468708928849139
52,1c73e321-8d55-4e18-8695-4343ebb7ff00,0.8611653910233737,0.9999472325502102,0.8611262583892617
53,1d22c491-6d14-41ec-a61b-1e10dc9c1eee,0.9445574137292597,0.8442397495312556,0.8043793344625055
54,1df87a0e-0790-4fcf-a884-a42a4718b742,0.8468705303426978,0.8121853998916932,0.7081831939343037
55,1e263b4f-de16-4955-ae24-95c74e7337e6,0.9999999577345748,0.012569928862490504,0.012569928862490504
56,1ef2a1f5-9da5-44cf-9a4f-6cc85234d295,0.9887846052410266,0.8727326740787281,0.8641781204037126
57,1ef657fa-8875-4824-9f3c-d11fc0e7a23c,0.9611530930430059,0.997898460622406,0.9592115009090297
58,1efd9a55-575f-404e-bf3c-1390f94b9ef4,0.05509403166704073,1.0,0.0550940316902149
59,1fa86ed0-730e-441a-aaf7-7daac51d008b,0.0,0.0,0.0
60,20072ab2-d649-4813-8838-7d1eae2dcba3,0.8859172396850729,0.9831344279044686,0.8726547886711886
61,20a078b1-aed8-4b9a-9747-88564ccb5e00,0.999999992233613,0.08713600281520481,0.08713600281520481
62,2127a492-6b53-4fc7-bda4-b73c226bf98c,0.9459402394435403,0.7288402103779211,0.6996960106604481
63,215a7a17-f06e-4e46-bdf8-d9e466bd7d3b,0.9866351885941061,0.9533870733145013,0.9412315970857644
64,224bd4ca-5b06-40f5-83eb-135f40843a4c,0.0,0.0,0.0
65,2270ce2e-9b2b-4923-b2d2-fdd1f7058547,0.8657467821462109,0.8834351743248019,0.7769904408386115
66,2292072c-c49c-4bc5-b1e9-131150ff9bcd,0.978499606962135,0.6979128556630595,0.6873719306775953
67,23411ffe-7bd7-494e-9e82-a5f3524a2de2,0.0,0.0,0.0
68,239e9ecd-228a-480b-ab50-5b45b03b6b0b,0.9654281227435565,0.42961351672833137,0.4231043052786911
69,24f96ca7-fd85-43e2-ba0c-5920cd416041,0.9538060218374259,0.9185460230603869,0.8794237213178888
70,25f066f8-09ff-47b1-8acd-423fb01c6d19,0.8032384684990856,0.7703908181613845,0.6480869796436908
71,27bdf351-2203-4640-91dd-bdc0cbcdbff4,0.9004938840778225,0.9174243767359792,0.8329794491671585
72,28218009-0a33-4840-9fe6-d762b1e1c939,0.9966441738325784,0.735917053796234,0.7340980141586816
73,28364870-58a5-45e0-9eae-26a078730f07,0.9758412006737891,0.9346727530877391,0.9135339467794081
74,2839c2e9-cf9f-4f6c-b0a1-8a1ba463e30b,0.9782860622611675,0.945861116631602,0.9264118079397521
75,2a35c1c7-a3fd-43de-8df0-a2f6ba06321f,0.7977771332781523,0.9409694216995543,0.7597533161274833
76,2ae69c8e-57a8-468a-b226-3190de2d0cdd,0.9166910420456669,0.5539541360741893,0.5274028831313828
77,2bc4eee0-d3f5-475c-8ce7-2ae82165277a,0.9295902641502454,0.9527631293288793,0.8886348716977311
78,2c84d06f-86d6-4ddf-a4b2-2243bbf37d11,0.9332713869555502,0.985796440526793,0.9208884147701919
79,2d718889-966b-4ca2-ba7a-5bf6c60c98eb,0.9919213371141465,0.7756138687784704,0.7707451065390644
80,2d9eefa4-efcc-4d89-b29f-afbd07faaabc,0.9849990099318656,0.8946603462532035,0.8826342936473354
81,2e5ae928-8e0a-49f4-b9de-607b8d28751e,0.9968999629519532,0.8770938385598914,0.8747080911817
82,2e749c06-70cd-4f83-ac9f-82113fdf2d05,0.965388955946343,0.9990853639695204,0.9645365105692415
83,2e8a8639-8ed8-44d4-a203-07e2518d658d,0.9632362126578922,0.8907573060891139,0.8614695066746646
84,2eaf1c68-cb1d-430a-86ba-fd9a17705ce6,0.9770643054246689,0.8702321035590099,0.85281096172453
85,2f53db6f-d920-4c4f-ac94-a03f770baf77,0.9905075187685555,0.8678907475812679,0.8607317073170732
86,2f8e9a77-7d19-4b85-9eea-7f1504532521,0.0,0.0,0.0
87,2fa5ad4b-f7b8-4f0c-bb86-60021e62ff6d,0.0,0.0,0.0
88,3011561f-791e-478d-9d70-93846ebdd949,0.9790674520635755,0.91897382471676,0.9012659844505819
89,306c3e5e-3360-44e7-96dd-44d1f512007a,0.9671309699178435,0.9595512156092594,0.9292471436822901
90,30ccd77d-6856-46a6-8c53-cffce29a280f,0.8846938546779111,0.9353143177517695,0.8336849995835531
91,31b20688-6e68-4482-bac9-caa9367f6a57,0.9175925843437401,0.9872058883962613,0.9068088783008422
92,320ef9c5-2e01-4951-a8be-bb555f9d23a7,0.95951800926217,0.8975988953201354,0.8648474445409549
93,325a755d-7d69-442d-b251-5e805cdcdfce,0.0,0.0,0.0
94,328ddff0-adf1-4bb7-ac34-57c85bbe2c87,0.8362365684678454,0.7166041122715404,0.6284152418976885
95,32c89843-350a-48a5-b594-f93659fa61e0,0.9613100030940209,0.28513549643177877,0.28190043715476637
96,3340855c-41c6-4ef5-acc0-5f3245a4a25a,0.5922037286006697,1.0,0.5922037287916908
97,34141d99-ba99-4127-aa62-7d3b96baf647,0.9131423950315083,0.9320920450787541,0.8561828048738864
98,341e3301-7acf-46bd-81db-026d7f1272cd,0.9181121545584532,0.949345843192998,0.8752364032322769
99,346a8184-19a4-4817-bc23-ae98856618ee,0.9425287321598558,0.4079601990049751,0.39805825242718446
100,348f749c-7dfd-44e7-9b43-1ad18a8a9ab4,0.8760054428349217,0.6724055119028189,0.6139703221136446
